Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
70,Jaine Barreiro,co COL,DF,León,29,1994,20.5,2,16,7,43.8,0.78,0.34,0.13,0.29,0,0,Matches
71,Pablo Barrera,mx MEX,"MF,FW",Querétaro,36,1987,30.7,7,39,15,38.5,1.27,0.49,0.08,0.2,4,4,Matches
72,Sergio Barreto,ar ARG,DF,Pachuca,24,1999,28.8,1,22,4,18.2,0.76,0.14,0.05,0.25,0,0,Matches
73,Abraham Bass,mx MEX,"MF,FW",Atlas,21,2001,4.4,0,6,1,16.7,1.36,0.23,0,0,0,0,Matches
74,Facundo Batista,uy URU,FW,Necaxa,24,1999,12.3,4,25,14,56,2.04,1.14,0.08,0.14,2,2,Matches
75,Facundo Batista,uy URU,FW,Querétaro,24,1999,12.5,2,17,8,47.1,1.36,0.64,0.12,0.25,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
76,Alán Bautista,mx MEX,MF,Pachuca,21,2002,8.5,4,20,9,45,2.35,1.06,0.2,0.44,0,0,Matches
77,Eduard Bello,ve VEN,"MF,DF",Mazatlán,27,1995,11.4,3,18,10,55.6,1.58,0.88,0.17,0.3,0,1,Matches
78,Paul Bellón,mx MEX,DF,León,26,1997,14.8,1,7,4,57.1,0.47,0.27,0.14,0.25,0,0,Matches
79,Tomás Belmonte,ar ARG,MF,Toluca,25,1998,15.6,2,17,4,23.5,1.09,0.26,0.12,0.5,0,0,Matches
80,Fernando Beltrán,mx MEX,MF,Guadalajara,25,1998,31.2,4,36,13,36.1,1.15,0.42,0.11,0.31,0,0,Matches
81,Nicolás Benedetti,co COL,"MF,FW",Mazatlán,26,1997,5.9,2,15,5,33.3,2.54,0.85,0.07,0.2,1,1,Matches
82,Pablo Bennevendo Peña,mx MEX,DF,UNAM,23,2000,17,0,6,2,33.3,0.35,0.12,0,0,0,0,Matches
83,Jorge Berlanga,mx MEX,DF,Pachuca,20,2003,11.5,0,3,0,0,0.26,0,0,,0,0,Matches
84,Germán Berterame,mx MEX,"FW,MF",Monterrey,24,1998,19.8,9,51,22,43.1,2.58,1.11,0.18,0.41,0,0,Matches
85,Unai Bilbao,es ESP,DF,Atlético San Luis,29,1994,25,6,25,8,32,1,0.32,0.12,0.38,3,4,Matches
86,Alfonso Blanco Antúnez,mx MEX,GK,León,36,1987,2,0,0,0,,0,0,,,0,0,Matches
87,Domingo Blanco,ar ARG,MF,Tijuana,28,1995,21.4,2,16,3,18.8,0.75,0.14,0.13,0.67,0,0,Matches
88,Franck Boli,ci CIV,FW,Atlético San Luis,29,1993,7.7,4,28,10,35.7,3.64,1.3,0.11,0.3,1,1,Matches
89,Léo Bonatini,br BRA,FW,Atlético San Luis,29,1994,19.5,9,38,17,44.7,1.95,0.87,0.24,0.53,0,0,Matches
90,Juan Brigido,mx MEX,"MF,FW",Guadalajara,21,2001,3,1,3,3,100,1.02,1.02,0.33,0.33,0,0,Matches
91,Antonio Briseño,mx MEX,DF,Guadalajara,29,1994,18.3,3,14,6,42.9,0.76,0.33,0.21,0.5,0,0,Matches
92,Isaác Brizuela,mx MEX,"MF,FW",Guadalajara,32,1990,11.7,0,16,4,25,1.36,0.34,0,0,0,0,Matches
93,Juan Brunetta,ar ARG,MF,UANL,26,1997,13.5,7,52,16,30.8,3.85,1.19,0.12,0.38,1,1,Matches
94,Juan Brunetta,ar ARG,"MF,FW",Santos Laguna,26,1997,15.7,8,56,24,42.9,3.57,1.53,0.14,0.33,0,0,Matches
95,César Bustos,mx MEX,DF,Monterrey,17,2005,3.6,0,2,1,50,0.55,0.28,0,0,0,0,Matches
96,Gustavo Cabral,ar ARG,DF,Pachuca,37,1985,25.3,0,11,3,27.3,0.43,0.12,0,0,0,1,Matches
97,Sebastián Cáceres,uy URU,DF,América,23,1999,16.2,0,6,2,33.3,0.37,0.12,0,0,0,0,Matches
98,Jordy Caicedo,ec ECU,FW,Atlas,25,1997,17.9,5,52,23,44.2,2.91,1.29,0.1,0.22,0,1,Matches
99,José Caicedo,co COL,MF,UNAM,21,2002,21.2,1,13,1,7.7,0.61,0.05,0.08,1,0,0,Matches
100,Cristian Calderón,mx MEX,DF,Guadalajara,26,1997,11.2,0,7,0,0,0.63,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
101,Cristian Calderón,mx MEX,DF,América,26,1997,10.7,0,8,2,25,0.75,0.19,0,0,0,0,Matches
102,Francisco Calvo,cr CRC,DF,FC Juárez,31,1992,14,1,9,2,22.2,0.64,0.14,0.11,0.5,0,0,Matches
103,Raúl Camacho,mx MEX,FW,Mazatlán,21,2002,2.1,0,3,1,33.3,1.42,0.47,0,0,0,0,Matches
104,Diber Cambindo,co COL,FW,Necaxa,27,1996,11.7,8,43,14,32.6,3.66,1.19,0.19,0.57,0,1,Matches
105,Diber Cambindo,co COL,FW,Cruz Azul,27,1996,9.2,4,30,9,30,3.26,0.98,0.13,0.44,0,0,Matches
106,Diego Campillo,mx MEX,"MF,DF",FC Juárez,21,2001,10.4,2,14,6,42.9,1.34,0.58,0.14,0.33,0,0,Matches
107,Omar Campos,mx MEX,DF,Santos Laguna,21,2002,18.7,0,8,2,25,0.43,0.11,0,0,0,0,Matches
108,Sergio Canales,es ESP,"MF,FW",Monterrey,32,1991,16,10,47,18,38.3,2.94,1.13,0.17,0.44,2,2,Matches
109,Camilo Cándido,uy URU,"MF,DF",Cruz Azul,28,1995,7.1,1,7,2,28.6,0.98,0.28,0.14,0.5,0,0,Matches
110,Alexis Canelo,ar ARG,"MF,FW",Tijuana,31,1992,2.7,0,7,2,28.6,2.59,0.74,0,0,0,0,Matches
111,Juan Cantú,mx MEX,FW,América,19,2004,0.3,0,1,0,0,3.75,0,0,,0,0,Matches
112,Gabriel Carabajal,ar ARG,"MF,FW",Puebla,31,1991,5.5,0,18,3,16.7,3.27,0.55,0,0,0,0,Matches
113,Luis Cárdenas,mx MEX,GK,Monterrey,29,1993,2,0,0,0,,0,0,,,0,0,Matches
114,Rafael Carioca,br BRA,MF,UANL,34,1989,29.5,1,11,3,27.3,0.37,0.1,0.09,0.33,0,0,Matches
115,Jan Carmona,mx MEX,MF,FC Juárez,19,2004,0.5,0,0,0,,0,0,,,0,0,Matches
116,Jordan Carrillo,mx MEX,"MF,FW",Santos Laguna,21,2001,12.5,1,16,5,31.3,1.28,0.4,0.06,0.2,0,0,Matches
117,Stephano Carrillo,mx MEX,FW,Santos Laguna,17,2006,3.9,1,8,1,12.5,2.06,0.26,0.13,1,0,0,Matches
118,Kevin Castañeda,mx MEX,"MF,FW",Tijuana,23,1999,15.5,3,62,15,24.2,4,0.97,0.05,0.2,0,0,Matches
119,Kevin Castaño,co COL,MF,Cruz Azul,22,2000,8.5,0,10,3,30,1.18,0.35,0,0,0,0,Matches
120,Byron Castillo,ec ECU,"DF,MF",Pachuca,24,1998,7.3,0,7,1,14.3,0.96,0.14,0,0,0,0,Matches
121,José Castillo Pérez,mx MEX,DF,Pachuca,21,2001,8.3,0,7,2,28.6,0.84,0.24,0,0,0,0,Matches
122,José Castillo Pérez,mx MEX,DF,Guadalajara,21,2001,5.7,0,2,0,0,0.35,0,0,,0,0,Matches
123,Manuel Castro,uy URU,MF,FC Juárez,27,1995,7.1,2,16,6,37.5,2.24,0.84,0.13,0.33,0,0,Matches
124,Lucas Cavallini,ca CAN,FW,Puebla,30,1992,9.5,3,27,9,33.3,2.84,0.95,0.07,0.22,1,1,Matches
125,Lucas Cavallini,ca CAN,FW,Tijuana,30,1992,4.2,1,15,4,26.7,3.59,0.96,0.07,0.25,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
126,Alan Cervantes,mx MEX,MF,Santos Laguna,25,1998,29.5,0,29,5,17.2,0.98,0.17,0,0,0,0,Matches
127,Luís Cervantes,mx MEX,DF,León,22,2001,6.5,1,2,1,50,0.31,0.15,0.5,1,0,0,Matches
128,Jhon Chancellor,ve VEN,DF,Necaxa,31,1992,4.3,0,0,0,,0,0,,,0,0,Matches
129,Diego Chávez,mx MEX,"MF,FW",FC Juárez,28,1995,12,1,18,2,11.1,1.51,0.17,0.06,0.5,0,0,Matches
130,Mateo Chávez,mx MEX,DF,Guadalajara,19,2004,8.3,0,3,0,0,0.36,0,0,,0,0,Matches
131,Ricardo Chávez Soto,mx MEX,DF,Atlético San Luis,28,1994,28,1,28,5,17.9,1,0.18,0.04,0.2,0,0,Matches
132,Ronaldo Cisneros,mx MEX,FW,Guadalajara,26,1997,4.7,2,16,5,31.3,3.38,1.06,0.13,0.4,0,0,Matches
133,Josué Colmán,py PAR,MF,Mazatlán,25,1998,18.2,3,54,16,29.6,2.97,0.88,0.06,0.19,0,1,Matches
134,Andrés Colorado,co COL,MF,Necaxa,24,1998,7,0,2,0,0,0.29,0,0,,0,0,Matches
135,Bryan Colula,mx MEX,DF,Mazatlán,27,1996,15.2,1,8,3,37.5,0.52,0.2,0.13,0.33,0,0,Matches
136,Ari Contreras,mx MEX,DF,Pachuca,17,2005,1.6,0,1,0,0,0.62,0,0,,0,0,Matches
137,Francisco Contreras,mx MEX,"DF,MF",Tijuana,24,1999,23.1,0,12,2,16.7,0.52,0.09,0,0,0,0,Matches
138,Nicolás Cordero,ar ARG,FW,Querétaro,24,1999,7.5,1,16,3,18.8,2.13,0.4,0.06,0.33,0,0,Matches
139,Jesús Corona,mx MEX,"MF,FW",Monterrey,30,1993,9.9,0,11,3,27.3,1.11,0.3,0,0,0,0,Matches
140,Joe Corona,us USA,MF,Tijuana,33,1990,3.7,1,3,1,33.3,0.82,0.27,0.33,1,0,0,Matches
141,José Corona,mx MEX,GK,Tijuana,42,1981,6.5,0,0,0,,0,0,,,0,0,Matches
142,Jair Cortés,mx MEX,"DF,MF",Necaxa,22,2000,10.1,0,12,1,8.3,1.19,0.1,0,0,0,0,Matches
143,Rogelio Cortéz Pineda,mx MEX,MF,Necaxa,19,2004,3.3,1,4,1,25,1.2,0.3,0.25,1,0,0,Matches
144,Jordi Cortizo,mx MEX,"MF,FW",Monterrey,27,1996,17.3,3,26,8,30.8,1.5,0.46,0.12,0.38,0,0,Matches
145,Rodolfo Cota,mx MEX,GK,León,36,1987,32,0,0,0,,0,0,,,0,0,Matches
146,Cade Cowell,us USA,"FW,MF",Guadalajara,19,2003,7.2,1,20,8,40,2.78,1.11,0.05,0.13,0,0,Matches
147,Aldo Cruz,mx MEX,DF,FC Juárez,25,1997,8.5,0,1,0,0,0.12,0,0,,0,0,Matches
148,Aldo Cruz,mx MEX,DF,Atlético San Luis,25,1997,6.5,1,2,1,50,0.31,0.15,0.5,1,0,0,Matches
149,Jürgen Damm,mx MEX,"MF,FW",Atlético San Luis,30,1992,5.1,0,9,2,22.2,1.78,0.39,0,0,0,0,Matches
150,Juan David Castro,mx MEX,"MF,DF",Atlético San Luis,31,1991,6.1,1,7,3,42.9,1.15,0.49,0.14,0.33,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
151,José David Ramírez,mx MEX,"MF,DF",León,27,1995,15.2,0,8,4,50,0.53,0.26,0,0,0,0,Matches
152,Víctor Dávila,cl CHI,FW,León,25,1997,2.8,0,12,4,33.3,4.22,1.41,0,0,0,0,Matches
153,Diego De Buen,mx MEX,"MF,DF",Puebla,32,1991,33.7,6,41,15,36.6,1.22,0.45,0.15,0.4,0,0,Matches
154,Sergio De los Ríos Peztña,mx MEX,FW,América,20,2003,0.2,0,0,0,,0,0,,,0,0,Matches
155,Gustavo Del Prete,ar ARG,"MF,FW",Mazatlán,27,1996,12.4,3,32,13,40.6,2.57,1.05,0.09,0.23,0,0,Matches
156,Gustavo Del Prete,ar ARG,"MF,FW",UNAM,27,1996,8.2,2,16,5,31.3,1.95,0.61,0.13,0.4,0,0,Matches
157,Everardo Del Villar,mx MEX,DF,Toluca,18,2005,1.2,0,0,0,,0,0,,,0,0,Matches
158,Nelson Deossa,co COL,MF,Pachuca,23,2000,8.6,5,32,8,25,3.73,0.93,0.16,0.63,0,0,Matches
159,Lucas Di Yorio,ar ARG,FW,Pachuca,26,1996,11.3,2,42,17,40.5,3.7,1.5,0.05,0.12,0,0,Matches
160,Benny Díaz,mx MEX,GK,FC Juárez,24,1998,4,0,0,0,,0,0,,,0,0,Matches
161,Nicolás Díaz Huincales,cl CHI,DF,Tijuana,24,1999,27.2,0,14,7,50,0.51,0.26,0,0,0,0,Matches
162,Jair Díaz,mx MEX,DF,Mazatlán,24,1998,19.7,0,6,1,16.7,0.3,0.05,0,0,0,0,Matches
163,Josué Díaz,mx MEX,DF,Cruz Azul,18,2004,0.5,0,0,0,,0,0,,,0,0,Matches
164,Javairô Dilrosun,nl NED,"MF,FW",América,25,1998,6.8,1,8,4,50,1.17,0.59,0.13,0.25,0,0,Matches
165,Willer Ditta,co COL,DF,Cruz Azul,26,1997,27.3,2,15,4,26.7,0.55,0.15,0.13,0.5,0,0,Matches
166,Alexei Dominguez,mx MEX,"MF,FW",Pachuca,18,2005,8.9,0,11,1,9.1,1.24,0.11,0,0,0,0,Matches
167,Idekel Domínguez,mx MEX,DF,Atlas,23,2000,7.5,0,3,0,0,0.4,0,0,,0,0,Matches
168,Juan Domínguez,mx MEX,MF,Toluca,24,1998,23.9,8,42,20,47.6,1.75,0.84,0.19,0.4,0,0,Matches
169,Julio Domínguez,mx MEX,DF,Atlético San Luis,35,1987,31.2,2,9,3,33.3,0.29,0.1,0.22,0.67,0,0,Matches
170,Misael Domínguez,mx MEX,MF,Necaxa,23,1999,1.2,0,0,0,,0,0,,,0,0,Matches
171,Misael Domínguez,mx MEX,MF,Querétaro,23,1999,0.2,0,0,0,,0,0,,,0,0,Matches
172,Dória,br BRA,DF,Santos Laguna,28,1994,23.1,0,26,7,26.9,1.13,0.3,0,0,0,0,Matches
173,Jonathan dos Santos,mx MEX,MF,América,33,1990,26,0,9,3,33.3,0.35,0.12,0,0,0,0,Matches
174,Rodrigo Dourado,br BRA,MF,Atlético San Luis,29,1994,30.4,1,9,6,66.7,0.3,0.2,0.11,0.17,0,0,Matches
175,Jesús Dueñas,mx MEX,"DF,MF",Cruz Azul,34,1989,0.9,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
176,Emmanuel Echeverría,mx MEX,"DF,MF",Santos Laguna,19,2003,9.3,1,4,1,25,0.43,0.11,0.25,1,0,0,Matches
177,Edson,br BRA,"DF,MF",FC Juárez,25,1998,8.7,2,3,2,66.7,0.34,0.23,0.67,1,0,0,Matches
178,Javier Eduardo López,mx MEX,MF,Pachuca,28,1994,5.2,1,17,5,29.4,3.26,0.96,0.06,0.2,0,0,Matches
179,Francisco Eduardo Venegas,mx MEX,DF,Querétaro,25,1998,10.3,0,7,1,14.3,0.68,0.1,0,0,0,0,Matches
180,Francisco Eduardo Venegas,mx MEX,DF,Mazatlán,25,1998,4.5,2,8,5,62.5,1.8,1.12,0.25,0.4,0,0,Matches
181,Luis Enrique Quiñones,co COL,MF,UANL,32,1991,18.8,3,25,9,36,1.33,0.48,0.12,0.33,0,0,Matches
182,Robert Ergas,uy URU,"MF,DF",UNAM,25,1998,8.2,0,7,2,28.6,0.86,0.24,0,0,0,0,Matches
183,Carlos Ernesto Cisneros,mx MEX,"FW,MF",Guadalajara,29,1993,0.6,0,2,2,100,3.6,3.6,0,0,0,0,Matches
184,Kevin Escamilla,mx MEX,MF,Querétaro,29,1994,29.6,2,29,7,24.1,0.98,0.24,0.07,0.29,0,0,Matches
185,Juan Escobar,py PAR,DF,Toluca,28,1995,10,0,7,1,14.3,0.7,0.1,0,0,0,0,Matches
186,Juan Escobar,py PAR,DF,Cruz Azul,28,1995,13.6,0,6,3,50,0.44,0.22,0,0,0,0,Matches
187,Alonso Escoboza,mx MEX,"DF,MF",Cruz Azul,30,1993,0.9,0,1,0,0,1.15,0,0,,0,0,Matches
188,Alonso Escoboza,mx MEX,MF,Mazatlán,30,1993,4.1,0,6,2,33.3,1.46,0.49,0,0,0,0,Matches
189,Amaury Escoto,mx MEX,FW,FC Juárez,30,1992,6,2,14,5,35.7,2.33,0.83,0.14,0.4,0,0,Matches
190,Luis Espinoza,mx MEX,FW,Santos Laguna,19,2004,1.2,0,1,0,0,0.86,0,0,,0,0,Matches
191,Ángel Estrada,mx MEX,MF,Pachuca,20,2003,0,0,0,0,,0,0,,,0,0,Matches
192,José Eulogio,mx MEX,GK,Pachuca,19,2004,2,0,0,0,,0,0,,,0,0,Matches
193,Franco Fagúndez,uy URU,"MF,FW",Santos Laguna,23,2000,5.6,1,15,4,26.7,2.66,0.71,0.07,0.25,0,0,Matches
194,Lorenzo Faravelli,ar ARG,MF,Cruz Azul,30,1993,15.4,1,19,6,31.6,1.24,0.39,0.05,0.17,0,0,Matches
195,Carlos Felipe Rodríguez,mx MEX,GK,UANL,34,1989,10,0,0,0,,0,0,,,0,0,Matches
196,Omar Fernández Frasica,co COL,MF,León,30,1993,4,1,4,4,100,1.01,1.01,0.25,0.25,0,0,Matches
197,Gabriel Fernández,uy URU,FW,UNAM,29,1994,12.7,5,40,12,30,3.14,0.94,0.13,0.42,0,0,Matches
198,Gabriel Fernández,uy URU,"FW,MF",Cruz Azul,29,1994,4.3,2,15,7,46.7,3.46,1.62,0.13,0.29,0,0,Matches
199,Rafael Fernández,mx MEX,DF,Tijuana,22,2000,13.7,0,14,2,14.3,1.03,0.15,0,0,0,0,Matches
200,Luis Fernando Fuentes,mx MEX,DF,América,36,1986,14.5,0,8,0,0,0.55,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
201,Gustavo Ferrareis,br BRA,DF,Puebla,27,1996,29.3,1,30,6,20,1.02,0.2,0.03,0.17,0,0,Matches
202,Álvaro Fidalgo,mx MEX,MF,América,26,1997,26.1,2,22,8,36.4,0.84,0.31,0.09,0.25,0,0,Matches
203,Sebastián Fierro,mx MEX,MF,UANL,21,2001,4.1,0,2,0,0,0.48,0,0,,0,0,Matches
204,Abraham Flores,mx MEX,DF,Tijuana,21,2002,0.3,0,0,0,,0,0,,,0,0,Matches
205,Marcelo Flores,ca CAN,MF,UANL,19,2003,8.6,6,30,12,40,3.5,1.4,0.2,0.5,0,0,Matches
206,Fabricio Formiliano,uy URU,DF,Necaxa,30,1993,2.8,0,1,0,0,0.36,0,0,,0,0,Matches
207,Alexis Francisco Peña,mx MEX,DF,Necaxa,27,1996,34,2,13,3,23.1,0.38,0.09,0.15,0.67,0,0,Matches
208,Ramiro Franco,mx MEX,DF,Mazatlán,19,2003,0.1,0,0,0,,0,0,,,0,0,Matches
209,Adonis Frías,ar ARG,DF,León,25,1998,30.2,0,38,7,18.4,1.26,0.23,0,0,0,0,Matches
210,Raymundo Fulgencio,mx MEX,MF,UANL,23,2000,5.4,2,13,5,38.5,2.41,0.93,0.15,0.4,0,0,Matches
211,Raymundo Fulgencio,mx MEX,MF,Atlas,23,2000,12.1,0,18,4,22.2,1.48,0.33,0,0,0,0,Matches
212,Rogelio Funes Mori,mx MEX,FW,UNAM,32,1991,4.9,1,11,3,27.3,2.27,0.62,0.09,0.33,0,0,Matches
213,Rogelio Funes Mori,mx MEX,FW,Monterrey,32,1991,11.4,6,26,12,46.2,2.28,1.05,0.23,0.5,0,1,Matches
214,Julio Furch,ar ARG,FW,Atlas,34,1989,2,0,7,2,28.6,3.56,1.02,0,0,0,0,Matches
215,Benjamín Galdames,mx MEX,"MF,FW",Atlético San Luis,22,2001,6.3,3,12,4,33.3,1.92,0.64,0.25,0.75,0,0,Matches
216,Carlos Galicia,mx MEX,MF,Tijuana,19,2004,0.2,0,0,0,,0,0,,,0,0,Matches
217,José Galindo,mx MEX,DF,UNAM,25,1998,2,0,0,0,,0,0,,,0,0,Matches
218,Jesús Gallardo,mx MEX,"DF,MF",Monterrey,28,1994,20,3,23,7,30.4,1.15,0.35,0.13,0.43,0,0,Matches
219,Bryan Gamboa,mx MEX,FW,Cruz Azul,21,2002,0.6,0,1,0,0,1.64,0,0,,0,0,Matches
220,Juan Gamboa,mx MEX,MF,Toluca,22,2001,1.7,0,3,0,0,1.76,0,0,,0,0,Matches
221,Aitor García,es ESP,"MF,FW",FC Juárez,29,1994,26.1,8,89,30,33.7,3.4,1.15,0.09,0.27,0,0,Matches
222,Brian García,mx MEX,DF,Toluca,25,1997,29.5,3,34,13,38.2,1.15,0.44,0.09,0.23,0,0,Matches
223,Denzell García,mx MEX,MF,FC Juárez,19,2003,17.5,1,25,6,24,1.43,0.34,0.04,0.17,0,0,Matches
224,Emiliano García,mx MEX,FW,Puebla,19,2003,0.1,0,0,0,,0,0,,,0,0,Matches
225,Gael García,mx MEX,FW,Guadalajara,15,2008,0.2,0,1,0,0,4.74,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
226,José García,mx MEX,DF,FC Juárez,27,1996,17.9,1,11,4,36.4,0.61,0.22,0.09,0.25,0,0,Matches
227,Alberto García Jr.,mx MEX,FW,Querétaro,29,1993,0.2,0,3,1,33.3,13.5,4.5,0,0,0,0,Matches
228,Luis García,mx MEX,"MF,DF",Puebla,30,1993,9.7,1,17,3,17.6,1.75,0.31,0.06,0.33,0,0,Matches
229,Marco García,mx MEX,MF,Querétaro,23,2000,3.2,0,6,1,16.7,1.85,0.31,0,0,0,0,Matches
230,Mateo García,ar ARG,"MF,FW",Atlas,26,1996,16.4,1,16,8,50,0.97,0.49,0.06,0.13,0,0,Matches
231,Uziel García,mx MEX,DF,Atlético San Luis,22,2001,2.1,0,3,1,33.3,1.43,0.48,0,0,0,0,Matches
232,Bryan Garnica,mx MEX,MF,Necaxa,27,1996,30.8,2,27,9,33.3,0.88,0.29,0.07,0.22,0,0,Matches
233,César Garza,mx MEX,MF,Monterrey,18,2005,2.8,1,6,2,33.3,2.13,0.71,0.17,0.5,0,0,Matches
234,Jesús Garza,mx MEX,DF,UANL,23,2000,11.1,0,5,0,0,0.45,0,0,,0,0,Matches
235,André-Pierre Gignac,fr FRA,FW,UANL,37,1985,19.6,14,64,28,43.8,3.27,1.43,0.17,0.39,3,3,Matches
236,Rodrigo Godínez,mx MEX,DF,Tijuana,30,1992,2.5,0,0,0,,0,0,,,0,0,Matches
237,Alejandro Gómez,mx MEX,DF,Tijuana,21,2002,6.6,0,6,1,16.7,0.91,0.15,0,0,0,0,Matches
238,Diego Gómez,mx MEX,"MF,FW",Necaxa,19,2003,15.9,2,14,5,35.7,0.88,0.31,0.14,0.4,0,0,Matches
239,Luis Gómez,mx MEX,MF,Santos Laguna,16,2007,0.1,0,0,0,,0,0,,,0,0,Matches
240,Jaime Gómez Valencia,mx MEX,"MF,DF",Querétaro,30,1993,17.6,0,9,2,22.2,0.51,0.11,0,0,0,0,Matches
241,Alfonso González,mx MEX,"MF,FW",Monterrey,28,1994,9.8,3,21,8,38.1,2.15,0.82,0.14,0.38,0,0,Matches
242,Armando González,mx MEX,FW,Guadalajara,20,2003,0.4,0,1,0,0,2.73,0,0,,0,0,Matches
243,Cristian González Bautista,mx MEX,"DF,MF",Necaxa,25,1998,4.4,0,6,0,0,1.36,0,0,,0,0,Matches
244,Bryan González,mx MEX,"DF,MF",Pachuca,20,2003,12.7,4,18,9,50,1.42,0.71,0.22,0.44,0,0,Matches
245,Pablo González Díaz,mx MEX,MF,Puebla,31,1992,26.6,2,17,4,23.5,0.64,0.15,0.12,0.5,0,0,Matches
246,Hugo González Durán,mx MEX,GK,Mazatlán,32,1990,28.3,0,0,0,,0,0,,,0,0,Matches
247,Carlos González Espínola,py PAR,FW,Tijuana,30,1993,29.9,13,90,35,38.9,3.01,1.17,0.13,0.34,1,1,Matches
248,Fernando González,mx MEX,MF,UANL,22,2001,0.4,0,2,0,0,4.5,0,0,,0,0,Matches
249,Jair González,mx MEX,MF,Santos Laguna,21,2002,5.2,0,5,1,20,0.96,0.19,0,0,0,0,Matches
250,Jonathan González,mx MEX,MF,Monterrey,24,1999,6.6,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
251,José González,mx MEX,FW,Atlético San Luis,24,1998,1.9,0,3,0,0,1.56,0,0,,0,0,Matches
252,Marco González,mx MEX,MF,Querétaro,21,2002,0,0,0,0,,0,0,,,0,0,Matches
253,Owen González,mx MEX,MF,Pachuca,20,2003,2.4,1,3,1,33.3,1.25,0.42,0.33,1,0,0,Matches
254,Samuel González,mx MEX,FW,Puebla,20,2003,0.1,0,0,0,,0,0,,,0,0,Matches
255,Fernando Gorriarán,uy URU,MF,UANL,28,1994,25.8,1,40,8,20,1.55,0.31,0.03,0.13,0,0,Matches
256,Ismael Govea,mx MEX,DF,Santos Laguna,26,1997,19.1,0,9,3,33.3,0.47,0.16,0,0,0,0,Matches
257,Omar Govea,mx MEX,MF,Monterrey,27,1996,18,0,10,2,20,0.56,0.11,0,0,0,0,Matches
258,Andrés Guardado,mx MEX,MF,León,36,1986,5.3,0,0,0,,0,0,,,0,0,Matches
259,Andrés Gudiño,mx MEX,GK,Cruz Azul,26,1997,13.5,0,1,1,100,0.07,0.07,0,0,0,0,Matches
260,Raúl Gudiño,mx MEX,GK,Necaxa,27,1996,9.5,0,0,0,,0,0,,,0,0,Matches
261,Javier Güemez,mx MEX,MF,Atlético San Luis,31,1991,31.2,3,35,9,25.7,1.12,0.29,0.09,0.33,0,0,Matches
262,Edgar Guerra,co COL,"MF,DF",León,22,2001,9.2,1,17,7,41.2,1.85,0.76,0.06,0.14,0,0,Matches
263,Rafael Guerrero,mx MEX,DF,Cruz Azul,20,2003,5.4,0,3,0,0,0.56,0,0,,0,0,Matches
264,Emanuel Gularte,uy URU,DF,Querétaro,25,1997,32.1,2,29,8,27.6,0.9,0.25,0.07,0.25,0,0,Matches
265,Alexis Gutiérrez,mx MEX,MF,Cruz Azul,23,2000,11.8,0,17,2,11.8,1.44,0.17,0,0,0,0,Matches
266,Alfredo Gutierrez,mx MEX,DF,Necaxa,20,2003,0.9,0,0,0,,0,0,,,0,0,Matches
267,Carlos Gutiérrez,mx MEX,MF,UNAM,24,1999,3.1,0,1,0,0,0.33,0,0,,0,0,Matches
268,Edson Gutiérrez,mx MEX,DF,Monterrey,27,1996,4.6,0,0,0,,0,0,,,0,0,Matches
269,Erick Gutiérrez,mx MEX,MF,Guadalajara,28,1995,21.9,3,31,8,25.8,1.42,0.37,0.1,0.38,0,0,Matches
270,Ricardo Gutiérrez,mx MEX,GK,Mazatlán,26,1997,5.7,0,0,0,,0,0,,,0,0,Matches
271,Jorge Guzmán,mx MEX,FW,Atlas,19,2003,8.1,0,4,3,75,0.5,0.37,0,0,0,0,Matches
272,Nahuel Guzmán,ar ARG,GK,UANL,37,1986,24,0,0,0,,0,0,,,0,0,Matches
